[info] ->requestBeginGame
[info] Utils.initialize seed=-1468834408
[info] -->CreateLootTable
[info] <--CreateLootTable randomStatus:MesserRandom seed=-1468834408 totalRequests=12
[info] ->handleCommand SaveGameCommand
[info] <--handleCommand SaveGameCommand
[info] ->handleCommand RequestLevelHighscoresCommand
[info] <--handleCommand RequestLevelHighscoresCommand
[info] ->handleCommand LevelWonCommand
[info] <--handleCommand LevelWonCommand
[info] ->handleCommand ReloadDatabaseCommand
[info] <--handleCommand ReloadDatabaseCommand
[info] ->handleCommand RequestContinueGameCommand
[info] <--handleCommand RequestContinueGameCommand
[info] RequestContinueGameCommand cb
[info] sendGameState ServerResponse=OK
[error] Error parsing RequestContinueGameCommand data=System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at MesserSmash.Commands.RequestContinueGameCommand.onResponse(Int32 rc, String data) in D:\_programmering2\SmashTV\SmashTV\SmashTV\Commands\RequestContinueGameCommand.cs:line 41
[info] ctor() UpdateGameCredentialsCommand
[info] Executing UpdateGameCredentialsCommand
[info] <-requestBeginGame
[info] ->handleCommand UpdateGameCredentialsCommand
[info] <--handleCommand UpdateGameCredentialsCommand
[info] ->handleCommand ClientReadyCommand
[info] ->addObserver MesserSmash.Arenas.Level05
[info] <-addObserver MesserSmash.Arenas.Level05
[info] <--handleCommand ClientReadyCommand
[info] ->handleCommand SpawnWaveCommand
[info] <--handleCommand SpawnWaveCommand
[info] ->handleCommand LevelStartedCommand
[info] <--handleCommand LevelStartedCommand
[info] ->handleCommand SpawnWaveCommand
[info] <--handleCommand SpawnWaveCommand
[info] ->handleCommand SpawnWaveCommand
[info] <--handleCommand SpawnWaveCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand SpawnWaveCommand
[info] <--handleCommand SpawnWaveCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand SpawnWaveCommand
[info] <--handleCommand SpawnWaveCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand PlaySoundCommand
[info] <--handleCommand PlaySoundCommand
[info] ->handleCommand LauncherReadyCommand
[info] <--handleCommand LauncherReadyCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand SpawnWaveCommand
[info] <--handleCommand SpawnWaveCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand PlaySoundCommand
[info] <--handleCommand PlaySoundCommand
[info] ->handleCommand LauncherReadyCommand
[info] <--handleCommand LauncherReadyCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand AttackPlayerCommand
[info] <--handleCommand AttackPlayerCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
[info] ->handleCommand DeadEnemyCommand
[info] <--handleCommand DeadEnemyCommand
